"or","or_lo","or_hi","p","rate_trt","rate_ctl","n","events_trt","events_ctl","subgroup","outcome","db","sig"
1.1204,0.904,1.3886,0.299246,0.0981,0.0885,1978,194,175,"BMI >= 30","transfusion","MIMIC",FALSE
1.6875,1.1109,2.5635,0.014168,0.0303,0.0182,1978,60,36,"BMI >= 30","reintubation","MIMIC",TRUE
1.018,0.7833,1.3232,0.893647,0.0607,0.0597,1978,120,118,"BMI >= 30","vent_arrhythmia","MIMIC",FALSE
1.1704,1.0188,1.3444,0.026169,0.2983,0.2664,1978,590,527,"BMI >= 30","poaf_icd","MIMIC",TRUE
0.816,0.649,1.0258,0.081586,0.0738,0.089,1978,146,176,"BMI >= 30","encephalopathy_icd","MIMIC",FALSE
0.929,0.8351,1.0333,0.174824,0.2249,0.238,3815,858,908,"BMI < 30","aki_48h","MIMIC",FALSE
0.9209,0.8323,1.0189,0.110063,0.2621,0.2784,3815,1000,1062,"BMI < 30","aki_7d","MIMIC",FALSE
0.9251,0.7623,1.1226,0.430189,0.055,0.0592,3815,210,226,"BMI < 30","aki_stage2","MIMIC",FALSE
1.069,0.776,1.4727,0.683115,0.0207,0.0194,3815,79,74,"BMI < 30","aki_stage3","MIMIC",FALSE
0.6981,0.548,0.8894,0.003635,0.0304,0.043,3817,116,164,"BMI < 30","hosp_mortality","MIMIC",TRUE
1.3235,1.1821,1.4817,1e-06,0.2214,0.1768,3817,845,675,"BMI < 30","poaf","MIMIC",TRUE
1.3199,1.1128,1.5655,0.001433,0.0857,0.0663,3817,327,253,"BMI < 30","encephalopathy_delirium","MIMIC",TRUE
1.1501,0.9959,1.3282,0.056847,0.1163,0.1027,3817,444,392,"BMI < 30","transfusion","MIMIC",FALSE
1.3225,0.9904,1.7659,0.058163,0.0286,0.0217,3817,109,83,"BMI < 30","reintubation","MIMIC",FALSE
1.2264,1.0126,1.4853,0.036758,0.0644,0.0532,3817,246,203,"BMI < 30","vent_arrhythmia","MIMIC",TRUE
1.0079,0.9117,1.1142,0.878084,0.278,0.2764,3817,1061,1055,"BMI < 30","poaf_icd","MIMIC",FALSE
0.9399,0.795,1.1112,0.468082,0.0757,0.0802,3817,289,306,"BMI < 30","encephalopathy_icd","MIMIC",FALSE
0.9798,0.8516,1.1272,0.774956,0.2339,0.2376,2172,508,516,"Female","aki_48h","MIMIC",FALSE
1,0.8767,1.1406,1,0.2864,0.2864,2172,622,622,"Female","aki_7d","MIMIC",FALSE
1.0707,0.8514,1.3464,0.559242,0.075,0.0704,2172,163,153,"Female","aki_stage2","MIMIC",FALSE
0.9591,0.6425,1.4318,0.838129,0.0221,0.023,2172,48,50,"Female","aki_stage3","MIMIC",FALSE
0.8525,0.6513,1.1157,0.245034,0.0478,0.0556,2176,104,121,"Female","hosp_mortality","MIMIC",FALSE
1.1657,1.0026,1.3553,0.046159,0.2054,0.1815,2176,447,395,"Female","poaf","MIMIC",TRUE
1.1593,0.9233,1.4555,0.203076,0.079,0.0689,2176,172,150,"Female","encephalopathy_delirium","MIMIC",FALSE
1.2266,1.0171,1.4791,0.032527,0.125,0.1043,2176,272,227,"Female","transfusion","MIMIC",TRUE
1.2292,0.8535,1.7702,0.267516,0.0303,0.0248,2176,66,54,"Female","reintubation","MIMIC",FALSE
0.827,0.6458,1.059,0.132091,0.0565,0.0676,2176,123,147,"Female","vent_arrhythmia","MIMIC",FALSE
1.0121,0.8835,1.1593,0.862512,0.2592,0.2569,2176,564,559,"Female","poaf_icd","MIMIC",FALSE
1.0417,0.8428,1.2875,0.705408,0.0878,0.0846,2176,191,184,"Female","encephalopathy_icd","MIMIC",FALSE
0.8732,0.7879,0.9676,0.009625,0.214,0.2377,4177,894,993,"Male","aki_48h","MIMIC",TRUE
0.8575,0.7776,0.9455,0.002036,0.2468,0.2765,4177,1031,1155,"Male","aki_7d","MIMIC",TRUE
0.8989,0.734,1.1007,0.302225,0.0448,0.0496,4177,187,207,"Male","aki_stage2","MIMIC",FALSE
1.2593,0.934,1.698,0.130542,0.0237,0.0189,4177,99,79,"Male","aki_stage3","MIMIC",FALSE
0.9081,0.7004,1.1774,0.466905,0.0268,0.0294,4178,112,123,"Male","hosp_mortality","MIMIC",FALSE
1.4165,1.2706,1.5791,0,0.2245,0.1697,4178,938,709,"Male","poaf","MIMIC",TRUE
1.227,1.034,1.456,0.019111,0.0744,0.0615,4178,311,257,"Male","encephalopathy_delirium","MIMIC",TRUE
1.0252,0.8861,1.1862,0.737806,0.0967,0.0945,4178,404,395,"Male","transfusion","MIMIC",FALSE
1.4817,1.1096,1.9787,0.007705,0.0278,0.0189,4178,116,79,"Male","reintubation","MIMIC",TRUE
1.3834,1.1554,1.6565,0.000413,0.0711,0.0524,4178,297,219,"Male","vent_arrhythmia","MIMIC",TRUE
1.0179,0.9254,1.1196,0.71548,0.2841,0.2805,4178,1187,1172,"Male","poaf_icd","MIMIC",FALSE
0.8326,0.7083,0.9789,0.026515,0.0701,0.0831,4178,293,347,"Male","encephalopathy_icd","MIMIC",TRUE
2.3901,1.7742,3.2197,0,0.4141,0.2282,425,176,97,"DM + CKD","aki_48h","MIMIC",TRUE
2.0442,1.5353,2.7217,1e-06,0.44,0.2776,425,187,118,"DM + CKD","aki_7d","MIMIC",TRUE
2.4377,1.3333,4.4568,0.003799,0.0871,0.0376,425,37,16,"DM + CKD","aki_stage2","MIMIC",TRUE
4.051,1.7426,9.417,0.001152,0.0635,0.0165,425,27,7,"DM + CKD","aki_stage3","MIMIC",TRUE
2.4933,1.2849,4.8382,0.006911,0.0728,0.0305,426,31,13,"DM + CKD","hosp_mortality","MIMIC",TRUE
2.768,1.8734,4.0898,0,0.2324,0.0986,426,99,42,"DM + CKD","poaf","MIMIC",TRUE
1.9672,1.1626,3.3285,0.011681,0.1009,0.054,426,43,23,"DM + CKD","encephalopathy_delirium","MIMIC",TRUE
1.9763,1.2215,3.1977,0.005523,0.1221,0.0657,426,52,28,"DM + CKD","transfusion","MIMIC",TRUE
3.1353,1.4551,6.756,0.003528,0.0634,0.0211,426,27,9,"DM + CKD","reintubation","MIMIC",TRUE
1.2408,0.7612,2.0227,0.386835,0.0915,0.0751,426,39,32,"DM + CKD","vent_arrhythmia","MIMIC",FALSE
1.1886,0.873,1.6184,0.272502,0.2723,0.2394,426,116,102,"DM + CKD","poaf_icd","MIMIC",FALSE
1.1336,0.7587,1.6936,0.540517,0.1362,0.1221,426,58,52,"DM + CKD","encephalopathy_icd","MIMIC",FALSE
1.1986,0.8079,1.7783,0.368053,0.292,0.256,250,73,64,"HF + CABG","aki_48h","MIMIC",FALSE
1.2388,0.8544,1.7962,0.258515,0.364,0.316,250,91,79,"HF + CABG","aki_7d","MIMIC",FALSE
1.1918,0.608,2.3363,0.609367,0.08,0.068,250,20,17,"HF + CABG","aki_stage2","MIMIC",FALSE
1.8299,0.6032,5.5515,0.285914,0.036,0.02,250,9,5,"HF + CABG","aki_stage3","MIMIC",FALSE
0.4856,0.1922,1.2267,0.126539,0.028,0.056,250,7,14,"HF + CABG","hosp_mortality","MIMIC",FALSE
2.1132,1.4049,3.1786,0.000328,0.34,0.196,250,85,49,"HF + CABG","poaf","MIMIC",TRUE
1.1208,0.5771,2.1765,0.736341,0.08,0.072,250,20,18,"HF + CABG","encephalopathy_delirium","MIMIC",FALSE
0.842,0.4728,1.4993,0.559008,0.096,0.112,250,24,28,"HF + CABG","transfusion","MIMIC",FALSE
1.831,0.7921,4.2324,0.157128,0.064,0.036,250,16,9,"HF + CABG","reintubation","MIMIC",FALSE
1.5229,0.7997,2.9,0.200582,0.1,0.068,250,25,17,"HF + CABG","vent_arrhythmia","MIMIC",FALSE
1.2804,0.8724,1.8791,0.20675,0.328,0.276,250,82,69,"HF + CABG","poaf_icd","MIMIC",FALSE
0.4835,0.2027,1.1531,0.101276,0.032,0.064,250,8,16,"HF + CABG","encephalopathy_icd","MIMIC",FALSE
